country,year,variable,value,indicator_code
HUN,2014,inflation_gdp_deflator,3.69012110404373,
HUN,2015,inflation_gdp_deflator,2.81115788673696,
HUN,2016,inflation_gdp_deflator,1.32255007729512,
HUN,2017,inflation_gdp_deflator,4.03729273738615,
HUN,2018,inflation_gdp_deflator,4.84538395103071,
HUN,2019,inflation_gdp_deflator,4.75293653395626,
HUN,2020,inflation_gdp_deflator,6.42661364413084,
HUN,2021,inflation_gdp_deflator,6.16694892296121,
HUN,2022,inflation_gdp_deflator,14.1824695674628,
HUN,2023,inflation_gdp_deflator,15.2103167237835,
IRL,2010,inflation_gdp_deflator,-2.85830310917899,
IRL,2011,inflation_gdp_deflator,1.86453750802245,
IRL,2012,inflation_gdp_deflator,2.43515150873688,
IRL,2013,inflation_gdp_deflator,1.33941349781583,
IRL,2014,inflation_gdp_deflator,0.260925697359397,
IRL,2015,inflation_gdp_deflator,8.90845066754397,
IRL,2016,inflation_gdp_deflator,0.119373802131435,
IRL,2017,inflation_gdp_deflator,1.49993727186828,
IRL,2018,inflation_gdp_deflator,0.924336877126677,
IRL,2019,inflation_gdp_deflator,3.39169585174939,
IRL,2020,inflation_gdp_deflator,-1.92433936175075,
IRL,2021,inflation_gdp_deflator,1.09810280913958,
IRL,2022,inflation_gdp_deflator,6.76287575128831,
IRL,2023,inflation_gdp_deflator,3.62187156697593,
ITA,2010,inflation_gdp_deflator,0.597839702916559,
ITA,2011,inflation_gdp_deflator,1.72878370885738,
ITA,2012,inflation_gdp_deflator,1.70237982317502,
ITA,2013,inflation_gdp_deflator,1.12578403623358,
ITA,2014,inflation_gdp_deflator,0.902550708834269,
ITA,2015,inflation_gdp_deflator,0.782776477740896,
ITA,2016,inflation_gdp_deflator,1.24817184167345,
ITA,2017,inflation_gdp_deflator,0.709821715080693,
ITA,2018,inflation_gdp_deflator,1.07058151640653,
ITA,2019,inflation_gdp_deflator,1.04700690430435,
ITA,2020,inflation_gdp_deflator,1.57740278796771,
ITA,2021,inflation_gdp_deflator,1.28332187292641,
ITA,2022,inflation_gdp_deflator,3.45535917134771,
ITA,2023,inflation_gdp_deflator,5.91461605792436,
LTU,2010,inflation_gdp_deflator,2.12172150752954,
LTU,2011,inflation_gdp_deflator,5.62227904002557,
LTU,2012,inflation_gdp_deflator,2.50518093222925,
LTU,2013,inflation_gdp_deflator,0.833827550890589,
LTU,2014,inflation_gdp_deflator,0.609190658206288,
LTU,2015,inflation_gdp_deflator,-0.0022527821753755,
LTU,2016,inflation_gdp_deflator,0.987472424308564,
LTU,2017,inflation_gdp_deflator,4.09579153130848,
LTU,2018,inflation_gdp_deflator,3.59301167619761,
LTU,2019,inflation_gdp_deflator,2.37586014042606,
LTU,2020,inflation_gdp_deflator,2.03874418596244,
LTU,2021,inflation_gdp_deflator,5.99976656722365,
LTU,2022,inflation_gdp_deflator,16.0665428207157,
LTU,2023,inflation_gdp_deflator,9.0217556386887,
LUX,2010,inflation_gdp_deflator,4.64841750360225,
LUX,2011,inflation_gdp_deflator,3.44946182436412,
LUX,2012,inflation_gdp_deflator,3.26597721899194,
LUX,2013,inflation_gdp_deflator,2.27602508879494,
LUX,2014,inflation_gdp_deflator,2.79670142376848,
LUX,2015,inflation_gdp_deflator,2.21918090837401,
LUX,2016,inflation_gdp_deflator,-1.10761662343417,
LUX,2017,inflation_gdp_deflator,2.14290452657747,
LUX,2018,inflation_gdp_deflator,1.83958806564863,
LUX,2019,inflation_gdp_deflator,0.916370421543562,
LUX,2020,inflation_gdp_deflator,3.86906326889533,
LUX,2021,inflation_gdp_deflator,5.90212972470607,
LUX,2022,inflation_gdp_deflator,6.21752167262224,
LUX,2023,inflation_gdp_deflator,6.29005505455038,
LVA,2010,inflation_gdp_deflator,-0.483861317727076,
LVA,2011,inflation_gdp_deflator,4.70810709744489,
LVA,2012,inflation_gdp_deflator,2.87856729481426,
LVA,2013,inflation_gdp_deflator,1.90052969117932,
LVA,2014,inflation_gdp_deflator,1.66994918996278,
LVA,2015,inflation_gdp_deflator,0.38688741781985,
LVA,2016,inflation_gdp_deflator,0.607930583315365,
LVA,2017,inflation_gdp_deflator,2.70923995206107,
LVA,2018,inflation_gdp_deflator,3.74027873968454,
LVA,2019,inflation_gdp_deflator,4.31638188410186,
LVA,2020,inflation_gdp_deflator,2.39332693904262,
LVA,2021,inflation_gdp_deflator,3.29734326527044,
LVA,2022,inflation_gdp_deflator,9.83538053436664,
LVA,2023,inflation_gdp_deflator,6.03923850637449,
MDA,2010,inflation_gdp_deflator,33.3049320977984,
MDA,2011,inflation_gdp_deflator,8.19079859862242,
MDA,2012,inflation_gdp_deflator,7.42422201997522,
MDA,2013,inflation_gdp_deflator,3.92385122182326,
MDA,2014,inflation_gdp_deflator,5.14320721702923,
MDA,2015,inflation_gdp_deflator,11.5743149591168,
MDA,2016,inflation_gdp_deflator,3.5508738308871,
MDA,2017,inflation_gdp_deflator,6.25246649143298,
MDA,2018,inflation_gdp_deflator,3.21103213223728,
MDA,2019,inflation_gdp_deflator,5.35171200346649,
MDA,2020,inflation_gdp_deflator,5.57500940096507,
MDA,2021,inflation_gdp_deflator,6.38172855134019,
MDA,2022,inflation_gdp_deflator,18.855323027291,
MDA,2023,inflation_gdp_deflator,9.2778242250748,
MLT,2010,inflation_gdp_deflator,2.76562917696803,
MLT,2011,inflation_gdp_deflator,1.48287268081009,
MLT,2012,inflation_gdp_deflator,2.15973974277171,
MLT,2013,inflation_gdp_deflator,2.25574521031584,
MLT,2014,inflation_gdp_deflator,2.27101333965535,
MLT,2015,inflation_gdp_deflator,4.20024275785261,
MLT,2016,inflation_gdp_deflator,2.12564879127972,
MLT,2017,inflation_gdp_deflator,2.13502563545586,
MLT,2018,inflation_gdp_deflator,1.79841671689434,
MLT,2019,inflation_gdp_deflator,2.50640359192941,
MLT,2020,inflation_gdp_deflator,1.86421393908336,
MLT,2021,inflation_gdp_deflator,2.4475861350641,
MLT,2022,inflation_gdp_deflator,5.07174749639634,
MLT,2023,inflation_gdp_deflator,5.27725464427249,
NLD,2010,inflation_gdp_deflator,0.710272807048582,
NLD,2011,inflation_gdp_deflator,0.242655838190146,
NLD,2012,inflation_gdp_deflator,1.32912962087366,
NLD,2013,inflation_gdp_deflator,1.144927441192,
NLD,2014,inflation_gdp_deflator,0.344078059275915,
NLD,2015,inflation_gdp_deflator,0.888432954114009,
NLD,2016,inflation_gdp_deflator,0.565543760069971,
NLD,2017,inflation_gdp_deflator,1.43932706656167,
NLD,2018,inflation_gdp_deflator,2.53340289331616,
NLD,2019,inflation_gdp_deflator,3.02788370008784,
NLD,2020,inflation_gdp_deflator,2.35573022306261,
NLD,2021,inflation_gdp_deflator,2.74734329748038,
NLD,2022,inflation_gdp_deflator,6.15557496508328,
NLD,2023,inflation_gdp_deflator,7.34374256326598,
POL,2010,inflation_gdp_deflator,1.57921733174169,
POL,2011,inflation_gdp_deflator,3.06571454649757,
POL,2012,inflation_gdp_deflator,2.18343357394524,
POL,2013,inflation_gdp_deflator,0.270975789944856,
POL,2014,inflation_gdp_deflator,0.482272387523025,
POL,2015,inflation_gdp_deflator,1.32071091723995,
POL,2016,inflation_gdp_deflator,0.0828624483893066,
POL,2017,inflation_gdp_deflator,1.77020284945432,
POL,2018,inflation_gdp_deflator,1.22699825174134,
POL,2019,inflation_gdp_deflator,3.02644690867653,
POL,2020,inflation_gdp_deflator,4.23859434856777,
POL,2021,inflation_gdp_deflator,5.34023602800748,
POL,2022,inflation_gdp_deflator,10.689577427514,
POL,2023,inflation_gdp_deflator,9.86569270234997,
PRT,2010,inflation_gdp_deflator,0.782135853055536,
PRT,2011,inflation_gdp_deflator,-0.260435396491971,
PRT,2012,inflation_gdp_deflator,-0.376402197541935,
PRT,2013,inflation_gdp_deflator,2.27438669661049,
PRT,2014,inflation_gdp_deflator,0.724456770990784,
PRT,2015,inflation_gdp_deflator,1.9624469996234,
PRT,2016,inflation_gdp_deflator,1.85408704173796,
PRT,2017,inflation_gdp_deflator,1.53220042451687,
PRT,2018,inflation_gdp_deflator,1.85237243801184,
PRT,2019,inflation_gdp_deflator,1.83436778363703,
PRT,2020,inflation_gdp_deflator,2.10314336719686,
PRT,2021,inflation_gdp_deflator,2.01977614131548,
PRT,2022,inflation_gdp_deflator,5.32749909841736,
PRT,2023,inflation_gdp_deflator,7.0271539680901,
ROU,2010,inflation_gdp_deflator,5.93211185989944,
ROU,2011,inflation_gdp_deflator,3.98254945792303,
ROU,2012,inflation_gdp_deflator,3.81023942192328,
ROU,2013,inflation_gdp_deflator,1.39458661535372,
ROU,2014,inflation_gdp_deflator,1.71417093292732,
ROU,2015,inflation_gdp_deflator,3.26453494332559,
ROU,2016,inflation_gdp_deflator,2.61991857394388,
ROU,2017,inflation_gdp_deflator,4.65130664700149,
ROU,2018,inflation_gdp_deflator,6.18674870152643,
ROU,2019,inflation_gdp_deflator,6.94651343516345,
ROU,2020,inflation_gdp_deflator,4.11051645013276,
ROU,2021,inflation_gdp_deflator,5.61025509902417,
ROU,2022,inflation_gdp_deflator,12.0919624576312,
ROU,2023,inflation_gdp_deflator,12.7699377919606,
SVK,2010,inflation_gdp_deflator,0.470528553269702,
SVK,2011,inflation_gdp_deflator,1.61977051205542,
SVK,2012,inflation_gdp_deflator,1.33888239127128,
SVK,2013,inflation_gdp_deflator,0.534061870297393,
SVK,2014,inflation_gdp_deflator,-0.132602518843782,
SVK,2015,inflation_gdp_deflator,-0.185692827685429,
SVK,2016,inflation_gdp_deflator,-0.390909342389534,
SVK,2017,inflation_gdp_deflator,1.18187258373648,
SVK,2018,inflation_gdp_deflator,2.10864838172743,
SVK,2019,inflation_gdp_deflator,2.40120783642419,
SVK,2020,inflation_gdp_deflator,2.40777956608554,
SVK,2021,inflation_gdp_deflator,2.24388381566803,
SVK,2022,inflation_gdp_deflator,7.48889900247143,
SVK,2023,inflation_gdp_deflator,10.1401001625624,
SVN,2010,inflation_gdp_deflator,-0.491469444600767,
SVN,2011,inflation_gdp_deflator,1.3645204070481,
SVN,2012,inflation_gdp_deflator,0.626618590822474,
SVN,2013,inflation_gdp_deflator,1.13279718785073,
SVN,2014,inflation_gdp_deflator,0.631551450779483,
SVN,2015,inflation_gdp_deflator,0.867198319325425,
SVN,2016,inflation_gdp_deflator,0.885482436856336,
SVN,2017,inflation_gdp_deflator,1.28763102357318,
SVN,2018,inflation_gdp_deflator,2.18095370305853,
SVN,2019,inflation_gdp_deflator,2.33858654999968,
SVN,2020,inflation_gdp_deflator,1.18953318282115,
SVN,2021,inflation_gdp_deflator,2.689963166735,
SVN,2022,inflation_gdp_deflator,6.51714978292448,
SVN,2023,inflation_gdp_deflator,10.0501066773753,
SWE,2010,inflation_gdp_deflator,1.03025947649304,
SWE,2011,inflation_gdp_deflator,1.11730007141264,
SWE,2012,inflation_gdp_deflator,0.949517933718852,
SWE,2013,inflation_gdp_deflator,1.01164750464224,
SWE,2014,inflation_gdp_deflator,1.83270692698929,
SWE,2015,inflation_gdp_deflator,2.25343231443634,
SWE,2016,inflation_gdp_deflator,1.65202000925331,
SWE,2017,inflation_gdp_deflator,2.22655133550273,
SWE,2018,inflation_gdp_deflator,2.61612021087936,
SWE,2019,inflation_gdp_deflator,2.42065005761071,
SWE,2020,inflation_gdp_deflator,1.79366290628502,
SWE,2021,inflation_gdp_deflator,2.74063332906569,
SWE,2022,inflation_gdp_deflator,5.781937156664,
SWE,2023,inflation_gdp_deflator,6.03613421896053,
UKR,2010,inflation_gdp_deflator,13.6732282073329,
UKR,2011,inflation_gdp_deflator,14.1819086626365,
UKR,2012,inflation_gdp_deflator,7.98256111045039,
UKR,2013,inflation_gdp_deflator,4.30879343709354,
UKR,2014,inflation_gdp_deflator,15.901737523474,
UKR,2015,inflation_gdp_deflator,38.8816797599977,
UKR,2016,inflation_gdp_deflator,17.0971349238438,
UKR,2017,inflation_gdp_deflator,22.0983174978017,
UKR,2018,inflation_gdp_deflator,15.3985303514156,
UKR,2019,inflation_gdp_deflator,8.24622626642469,
UKR,2020,inflation_gdp_deflator,10.2949601378763,
UKR,2021,inflation_gdp_deflator,24.8047567675546,
UKR,2022,inflation_gdp_deflator,34.9152851434932,
UKR,2023,inflation_gdp_deflator,19.8744638547436,
ARM,2010,population,3044800.0,
ARM,2011,population,3027900.0,
ARM,2012,population,3024100.0,
ARM,2013,population,3022000.0,
ARM,2014,population,3013800.0,
ARM,2015,population,3004600.0,
ARM,2016,population,2992300.0,
ARM,2017,population,2979400.0,
ARM,2018,population,2969000.0,
ARM,2019,population,2962500.0,
ARM,2020,population,2961500.0,
ARM,2021,population,2962300.0,
ARM,2022,population,2969200.0,
ARM,2023,population,2964300.0,
AUT,2010,population,8363404.0,
AUT,2011,population,8391643.0,
AUT,2012,population,8429991.0,
AUT,2013,population,8479823.0,
AUT,2014,population,8546356.0,
AUT,2015,population,8642699.0,
AUT,2016,population,8736668.0,
AUT,2017,population,8797566.0,
AUT,2018,population,8840521.0,
AUT,2019,population,8879920.0,
AUT,2020,population,8916864.0,
AUT,2021,population,8955797.0,
AUT,2022,population,9041851.0,
AUT,2023,population,9131761.0,
AZE,2010,population,9054332.0,
AZE,2011,population,9173082.0,
AZE,2012,population,9295784.0,
AZE,2013,population,9416801.0,
AZE,2014,population,9535079.0,
AZE,2015,population,9649341.0,
AZE,2016,population,9757812.0,
AZE,2017,population,9854033.0,
AZE,2018,population,9939771.0,
AZE,2019,population,10024283.0,
AZE,2020,population,10093121.0,
AZE,2021,population,10137750.0,
AZE,2022,population,10141756.0,
AZE,2023,population,10153958.0,
BEL,2010,population,10895586.0,
BEL,2011,population,11038264.0,
BEL,2012,population,11106932.0,
BEL,2013,population,11159407.0,
BEL,2014,population,11209057.0,
BEL,2015,population,11274196.0,
BEL,2016,population,11331422.0,
BEL,2017,population,11375158.0,
BEL,2018,population,11427054.0,
BEL,2019,population,11488980.0,
BEL,2020,population,11538604.0,
BEL,2021,population,11586195.0,
BEL,2022,population,11680210.0,
BEL,2023,population,11787423.0,
BGR,2010,population,7395599.0,
BGR,2011,population,7348328.0,
BGR,2012,population,7305888.0,
BGR,2013,population,7160005.0,
BGR,2014,population,7073572.0,
BGR,2015,population,6984225.0,
BGR,2016,population,6894139.0,
BGR,2017,population,6803468.0,
BGR,2018,population,6710798.0,
BGR,2019,population,6616726.0,
BGR,2020,population,6550696.0,
BGR,2021,population,6507301.0,
BGR,2022,population,6465097.0,
BGR,2023,population,6446596.0,
BLR,2010,population,9483836.0,
BLR,2011,population,9461643.0,
BLR,2012,population,9446836.0,
BLR,2013,population,9443211.0,
BLR,2014,population,9448515.0,
BLR,2015,population,9461076.0,
BLR,2016,population,9469379.0,
BLR,2017,population,9458989.0,
BLR,2018,population,9438785.0,
BLR,2019,population,9419758.0,
BLR,2020,population,9379952.0,
BLR,2021,population,9302585.0,
BLR,2022,population,9228071.0,
BLR,2023,population,9178298.0,
CYP,2010,population,1127816.0,
CYP,2011,population,1146493.0,
CYP,2012,population,1165397.0,
CYP,2013,population,1183895.0,
CYP,2014,population,1201801.0,
CYP,2015,population,1219502.0,
CYP,2016,population,1237112.0,
CYP,2017,population,1254275.0,
CYP,2018,population,1270737.0,
CYP,2019,population,1286671.0,
CYP,2020,population,1302247.0,
CYP,2021,population,1317309.0,
CYP,2022,population,1331370.0,
CYP,2023,population,1344976.0,
CZE,2010,population,10474410.0,
CZE,2011,population,10496088.0,
CZE,2012,population,10510785.0,
CZE,2013,population,10514272.0,
CZE,2014,population,10525347.0,
CZE,2015,population,10546059.0,
CZE,2016,population,10566332.0,
CZE,2017,population,10594438.0,
CZE,2018,population,10629928.0,
CZE,2019,population,10671870.0,
CZE,2020,population,10697858.0,
CZE,2021,population,10505772.0,
CZE,2022,population,10672118.0,
CZE,2023,population,10864042.0,
DEU,2010,population,81776930.0,
DEU,2011,population,80274983.0,
DEU,2012,population,80425823.0,
DEU,2013,population,80645605.0,
DEU,2014,population,80982500.0,
DEU,2015,population,81686611.0,
DEU,2016,population,82348669.0,
DEU,2017,population,82657002.0,
DEU,2018,population,82905782.0,
DEU,2019,population,83092962.0,
DEU,2020,population,83160871.0,
DEU,2021,population,83196078.0,
DEU,2022,population,83797985.0,
DEU,2023,population,83901923.0,
DNK,2010,population,5547683.0,
DNK,2011,population,5570572.0,
DNK,2012,population,5591572.0,
DNK,2013,population,5614932.0,
DNK,2014,population,5643475.0,
DNK,2015,population,5683483.0,
DNK,2016,population,5728010.0,
DNK,2017,population,5764980.0,
DNK,2018,population,5793636.0,
DNK,2019,population,5814422.0,
DNK,2020,population,5831404.0,
DNK,2021,population,5856733.0,
DNK,2022,population,5903037.0,
DNK,2023,population,5946952.0,
ESP,2010,population,46576897.0,
ESP,2011,population,46742697.0,
ESP,2012,population,46773055.0,
ESP,2013,population,46604197.0,
ESP,2014,population,46460733.0,
ESP,2015,population,46422303.0,
ESP,2016,population,46458139.0,
ESP,2017,population,46571232.0,
ESP,2018,population,46782011.0,
ESP,2019,population,47118501.0,
ESP,2020,population,47359424.0,
ESP,2021,population,47443821.0,
ESP,2022,population,47786102.0,
ESP,2023,population,48347910.0,
EST,2010,population,1331475.0,
EST,2011,population,1327439.0,
EST,2012,population,1322696.0,
EST,2013,population,1317997.0,
EST,2014,population,1314545.0,
EST,2015,population,1315407.0,
EST,2016,population,1315790.0,
EST,2017,population,1317384.0,
EST,2018,population,1321977.0,
EST,2019,population,1326898.0,
EST,2020,population,1329522.0,
EST,2021,population,1330932.0,
EST,2022,population,1348840.0,
EST,2023,population,1370286.0,
FIN,2010,population,5363352.0,
FIN,2011,population,5388272.0,
FIN,2012,population,5413971.0,
FIN,2013,population,5438972.0,
FIN,2014,population,5461512.0,
FIN,2015,population,5479531.0,
FIN,2016,population,5495303.0,
FIN,2017,population,5508214.0,
FIN,2018,population,5515525.0,
FIN,2019,population,5521606.0,
FIN,2020,population,5529543.0,
FIN,2021,population,5541017.0,
FIN,2022,population,5556106.0,
FIN,2023,population,5583911.0,
FRA,2010,population,65026211.0,
FRA,2011,population,65340830.0,
FRA,2012,population,65657659.0,
FRA,2013,population,65997932.0,
FRA,2014,population,66312067.0,
FRA,2015,population,66548272.0,
FRA,2016,population,66724104.0,
FRA,2017,population,66918020.0,
FRA,2018,population,67158348.0,
FRA,2019,population,67382061.0,
FRA,2020,population,67601110.0,
FRA,2021,population,67842811.0,
FRA,2022,population,68065015.0,
FRA,2023,population,68287487.0,
GEO,2010,population,3786695.0,
GEO,2011,population,3756441.0,
GEO,2012,population,3728874.0,
GEO,2013,population,3717668.0,
GEO,2014,population,3719414.0,
GEO,2015,population,3725276.0,
GEO,2016,population,3727505.0,
GEO,2017,population,3728004.0,
GEO,2018,population,3726549.0,
GEO,2019,population,3720161.0,
GEO,2020,population,3722716.0,
GEO,2021,population,3708610.0,
GEO,2022,population,3712502.0,
GEO,2023,population,3715483.0,
GRC,2010,population,11121341.0,
GRC,2011,population,11104899.0,
GRC,2012,population,11045011.0,
GRC,2013,population,10965211.0,
GRC,2014,population,10892413.0,
GRC,2015,population,10820883.0,
GRC,2016,population,10775971.0,
GRC,2017,population,10754679.0,
GRC,2018,population,10732882.0,
GRC,2019,population,10721582.0,
GRC,2020,population,10698599.0,
GRC,2021,population,10569207.0,
GRC,2022,population,10436882.0,
GRC,2023,population,10405588.0,
HRV,2010,population,4295427.0,
HRV,2011,population,4280622.0,
HRV,2012,population,4260368.0,
HRV,2013,population,4233922.0,
HRV,2014,population,4201598.0,
HRV,2015,population,4151725.0,
HRV,2016,population,4106867.0,
HRV,2017,population,4041407.0,
HRV,2018,population,3988775.0,
HRV,2019,population,3949390.0,
HRV,2020,population,3914206.0,
HRV,2021,population,3878981.0,
HRV,2022,population,3855641.0,
HRV,2023,population,3859686.0,
HUN,2010,population,10000023.0,
HUN,2011,population,9971727.0,
HUN,2012,population,9920362.0,
HUN,2013,population,9872734.0,
HUN,2014,population,9833038.0,
HUN,2015,population,9797755.0,
HUN,2016,population,9759755.0,
HUN,2017,population,9726756.0,
HUN,2018,population,9706964.0,
HUN,2019,population,9694824.0,
HUN,2020,population,9670419.0,
HUN,2021,population,9630932.0,
HUN,2022,population,9605074.0,
HUN,2023,population,9592186.0,
IRL,2010,population,4560155.0,
IRL,2011,population,4580084.0,
IRL,2012,population,4599533.0,
IRL,2013,population,4623816.0,
IRL,2014,population,4657740.0,
IRL,2015,population,4701957.0,
IRL,2016,population,4762722.0,
IRL,2017,population,4827445.0,
IRL,2018,population,4898022.0,
IRL,2019,population,4976456.0,
IRL,2020,population,5039747.0,
IRL,2021,population,5110585.0,
IRL,2022,population,5212836.0,
IRL,2023,population,5307600.0,
ITA,2010,population,59819407.0,
ITA,2011,population,60026841.0,
ITA,2012,population,60191247.0,
ITA,2013,population,60311613.0,
ITA,2014,population,60320707.0,
ITA,2015,population,60229605.0,
ITA,2016,population,60115223.0,
ITA,2017,population,60002252.0,
ITA,2018,population,60148658.0,
ITA,2019,population,59729081.0,
ITA,2020,population,59438851.0,
ITA,2021,population,59133173.0,
ITA,2022,population,59013667.0,
ITA,2023,population,58993475.0,
LTU,2010,population,3097282.0,
LTU,2011,population,3028115.0,
LTU,2012,population,2989139.0,
LTU,2013,population,2961250.0,
LTU,2014,population,2937253.0,
LTU,2015,population,2911109.0,
LTU,2016,population,2877325.0,
LTU,2017,population,2842639.0,
LTU,2018,population,2819200.0,
LTU,2019,population,2811089.0,
LTU,2020,population,2810369.0,
LTU,2021,population,2808380.0,
LTU,2022,population,2831639.0,
LTU,2023,population,2871585.0,
LUX,2010,population,506953.0,
LUX,2011,population,518347.0,
LUX,2012,population,530946.0,
LUX,2013,population,543360.0,
LUX,2014,population,556319.0,
LUX,2015,population,569604.0,
LUX,2016,population,582014.0,
LUX,2017,population,596336.0,
LUX,2018,population,607950.0,
LUX,2019,population,620001.0,
LUX,2020,population,630419.0,
LUX,2021,population,640064.0,
LUX,2022,population,653103.0,
LUX,2023,population,666430.0,
LVA,2010,population,2097555.0,
LVA,2011,population,2059709.0,
LVA,2012,population,2034319.0,
LVA,2013,population,2012647.0,
LVA,2014,population,1993782.0,
LVA,2015,population,1977527.0,
LVA,2016,population,1959537.0,
LVA,2017,population,1942248.0,
LVA,2018,population,1927174.0,
LVA,2019,population,1913822.0,
LVA,2020,population,1900449.0,
LVA,2021,population,1884490.0,
LVA,2022,population,1879383.0,
LVA,2023,population,1877445.0,
MDA,2010,population,2862354.0,
MDA,2011,population,2860699.0,
MDA,2012,population,2860324.0,
MDA,2013,population,2859558.0,
MDA,2014,population,2857815.0,
MDA,2015,population,2835978.0,
MDA,2016,population,2803186.0,
MDA,2017,population,2755189.0,
MDA,2018,population,2707203.0,
MDA,2019,population,2664224.0,
MDA,2020,population,2635130.0,
MDA,2021,population,2595809.0,
MDA,2022,population,2528654.0,
MDA,2023,population,2457783.0,
MLT,2010,population,414508.0,
MLT,2011,population,416268.0,
MLT,2012,population,420028.0,
MLT,2013,population,424810.0,
MLT,2014,population,433481.0,
MLT,2015,population,444220.0,
MLT,2016,population,454505.0,
MLT,2017,population,467106.0,
MLT,2018,population,483903.0,
MLT,2019,population,503912.0,
MLT,2020,population,515490.0,
MLT,2021,population,518150.0,
MLT,2022,population,531113.0,
MLT,2023,population,552747.0,
NLD,2010,population,16615394.0,
NLD,2011,population,16693074.0,
NLD,2012,population,16754962.0,
NLD,2013,population,16804432.0,
NLD,2014,population,16865008.0,
NLD,2015,population,16939923.0,
NLD,2016,population,17030314.0,
NLD,2017,population,17131296.0,
NLD,2018,population,17231624.0,
NLD,2019,population,17344874.0,
NLD,2020,population,17441500.0,
NLD,2021,population,17533044.0,
NLD,2022,population,17700982.0,
NLD,2023,population,17877117.0,
POL,2010,population,38042794.0,
POL,2011,population,38063255.0,
POL,2012,population,38063164.0,
POL,2013,population,38040196.0,
POL,2014,population,38011735.0,
POL,2015,population,37986412.0,
POL,2016,population,37970087.0,
POL,2017,population,37974826.0,
POL,2018,population,37974750.0,
POL,2019,population,37965475.0,
POL,2020,population,37515748.0,
POL,2021,population,36981559.0,
POL,2022,population,36821749.0,
POL,2023,population,36687353.0,
PRT,2010,population,10573100.0,
PRT,2011,population,10557560.0,
PRT,2012,population,10514844.0,
PRT,2013,population,10457295.0,
PRT,2014,population,10401062.0,
PRT,2015,population,10358076.0,
PRT,2016,population,10325452.0,
PRT,2017,population,10300300.0,
PRT,2018,population,10283822.0,
PRT,2019,population,10286263.0,
PRT,2020,population,10297081.0,
PRT,2021,population,10361831.0,
PRT,2022,population,10434332.0,
PRT,2023,population,10578174.0,
ROU,2010,population,20246871.0,
ROU,2011,population,20147528.0,
ROU,2012,population,20058035.0,
ROU,2013,population,19983693.0,
ROU,2014,population,19908979.0,
ROU,2015,population,19815616.0,
ROU,2016,population,19702267.0,
ROU,2017,population,19588715.0,
ROU,2018,population,19473970.0,
ROU,2019,population,19371648.0,
ROU,2020,population,19265250.0,
ROU,2021,population,19122059.0,
ROU,2022,population,19048502.0,
ROU,2023,population,19059479.0,
SVK,2010,population,5391428.0,
SVK,2011,population,5398384.0,
SVK,2012,population,5407579.0,
SVK,2013,population,5413393.0,
SVK,2014,population,5418649.0,
SVK,2015,population,5423801.0,
SVK,2016,population,5430798.0,
SVK,2017,population,5439232.0,
SVK,2018,population,5446771.0,
SVK,2019,population,5454147.0,
SVK,2020,population,5458827.0,
SVK,2021,population,5447247.0,
SVK,2022,population,5431752.0,
SVK,2023,population,5426740.0,
SVN,2010,population,2048583.0,
SVN,2011,population,2052843.0,
SVN,2012,population,2057159.0,
SVN,2013,population,2059953.0,
SVN,2014,population,2061980.0,
SVN,2015,population,2063531.0,
SVN,2016,population,2065042.0,
SVN,2017,population,2066388.0,
SVN,2018,population,2073894.0,
SVN,2019,population,2088385.0,
SVN,2020,population,2102419.0,
SVN,2021,population,2108079.0,
SVN,2022,population,2112076.0,
SVN,2023,population,2120461.0,
SWE,2010,population,9378126.0,
SWE,2011,population,9449213.0,
SWE,2012,population,9519374.0,
SWE,2013,population,9600379.0,
SWE,2014,population,9696110.0,
SWE,2015,population,9799186.0,
SWE,2016,population,9923085.0,
SWE,2017,population,10057698.0,
SWE,2018,population,10175214.0,
SWE,2019,population,10278887.0,
SWE,2020,population,10353442.0,
SWE,2021,population,10415811.0,
SWE,2022,population,10486941.0,
SWE,2023,population,10536632.0,
UKR,2010,population,46456003.0,
UKR,2011,population,46307853.0,
UKR,2012,population,46210056.0,
UKR,2013,population,46126770.0,
UKR,2014,population,45972380.0,
UKR,2015,population,45784896.0,
UKR,2016,population,45616832.0,
UKR,2017,population,45436041.0,
UKR,2018,population,45208907.0,
UKR,2019,population,44957458.0,
UKR,2020,population,44680014.0,
UKR,2021,population,44298640.0,
UKR,2022,population,41048766.0,
UKR,2023,population,37732836.0,
ARM,2010,population_density,106.947664207938,
ARM,2011,population_density,106.354056902002,
ARM,2012,population_density,106.220583069898,
ARM,2013,population_density,106.146821215314,
ARM,2014,population_density,105.858798735511,
ARM,2015,population_density,105.535651563049,
ARM,2016,population_density,105.103617843344,
ARM,2017,population_density,104.650509308044,
ARM,2018,population_density,104.285212504391,
ARM,2019,population_density,104.056902002107,
ARM,2020,population_density,105.027376627853,
ARM,2021,population_density,105.056940272915,
ARM,2022,population_density,105.297053157777,
ARM,2023,population_density,105.119108748259,
AUT,2010,population_density,101.350024236549,
AUT,2011,population_density,101.692232186137,
AUT,2012,population_density,102.156943771207,
AUT,2013,population_density,102.760821619001,
AUT,2014,population_density,103.567086766844,
AUT,2015,population_density,104.734597673291,
AUT,2016,population_density,105.873339796413,
AUT,2017,population_density,106.61131846825,
AUT,2018,population_density,107.131858943286,
AUT,2019,population_density,107.609306834707,
AUT,2020,population_density,108.057004362579,
AUT,2021,population_density,108.528805138148,
