seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription,country_iso3
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,8.54,2013,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,8.42,2014,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,7.32,2015,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,7.28426,2016,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,7.25063,2017,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,5.18,2018,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,5.18,2019,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,3.71,2020,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,3.4614,2021,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,3.99934,2022,,ITU Research,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,17,ARM,Armenia,5.17,2023,,Ministry of High-Tech Industry of Armenia; IMF,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",ARM
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,24,AUT,Austria,5.31,2013,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",AUT
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,24,AUT,Austria,6.63,2014,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",AUT
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,24,AUT,Austria,6.54,2015,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",AUT
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,24,AUT,Austria,5.53097,2016,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",AUT
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,24,AUT,Austria,5.63445,2017,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",AUT
34608,i271mb_ts$,Data-only mobile broadband basket,,% GNI per capita,24,AUT,Austria,13.84,2018,,,"Entry-level data-only mobile-broadband basket. Combined time series data: from 2013 to 2017, the basket is composed of the cheapest post-paid, computer-based plan for a USB/dongle providing at least 1 GB of monthly data using at least 3G technology; from 2018 to 2020, the basket refers to the cheapest mobile broadband plan providing at least 1.5 GB of monthly data using at least 3G technology; from 2021, the basket refers of the cheapest mobile broadband plan providing at least 2 GB of monthly data using at least 3G technology.",AUT
